メーンディッシュ	main|dish	M_EY1_N|D_IH1_SH
ファットパイプ	fat|pipe	F_AE1_T|P_AY1_P
グリニッジ	greenwich	G_R_EH1_N_IH0_CH
プロデュサー	producer	P_R_AH0_D_UW1_S_ER0
プロプライエタリ	proprietary	P_R_AH0_P_R_AY1_AH0_T_EH2_R_IY0
ジャーナリズム	journalism	JH_ER1_N_AH0_L_IH2_Z_AH0_M
プラグマチスト	pragmatist	P_R_AE1_G_M_AH0_T_IH0_S_T
ギブスサンプリング	gibbs|sampling	G_IH1_B_Z|S_AE1_M_P_L_IH0_NG
アウエイ	away	AH0_W_EY1
ネットスケープコミュニケータ	netscape|communicator	N_EH1_T_S_K_EY2_P|K_AH0_M_Y_UW1_N_AH0_K_EY2_T_ER0
リモート	remote	R_IH0_M_OW1_T
マネーマネジメントファンド	money|management|fund	M_AH1_N_IY0|M_AE1_N_AH0_JH_M_AH0_N_T|F_AH1_N_D
オーバーチュア	overture	OW1_V_ER0_CH_ER0
アンファンテリブル	enfant|terrible	EH1_N_F_AA2_N_T|T_EH1_R_AH0_B_AH0_L
ワンマイルウエア	one|mile|wear	W_AH1_N|M_AY1_L|W_EH1_R
ゼスチュア	gesture	JH_EH1_S_CH_ER0
コーポレートバンキング	corporate|banking	K_AO1_R_P_ER0_AH0_T|B_AE1_NG_K_IH0_NG
アーリー	early	ER1_L_IY0
ファミリアー	familiar	F_AH0_M_IH1_L_Y_ER0
ジャーナリスト	journalist	JH_ER1_N_AH0_L_AH0_S_T
アクセレレーター	accelerator	AE0_K_S_EH1_L_ER0_EY2_T_ER0
リグレッション	regression	R_AH0_G_R_EH1_SH_AH0_N
キャッシュ	cash	K_AE1_SH
ミュージカルボー	musical|bow	M_Y_UW1_Z_IH0_K_AH0_L|B_AW1
タリバン	taliban	T_AE1_L_IH0_B_AE2_N
アサシネーション	assassination	AH0_S_AE2_S_AH0_N_EY1_SH_AH0_N
マウンテン	mountain	M_AW1_N_T_AH0_N
ヴェジタリアン	vegetarian	V_EH2_JH_AH0_T_EH1_R_IY2_AH0_N
ティーチング	teaching	T_IY1_CH_IH0_NG
パレットナイフ	palette|knife	P_AE1_L_AH0_T|N_AY1_F
ターフコース	turf|course	T_ER1_F|K_AO1_R_S
カフェカーテン	cafe|curtain	K_AH0_F_EY1|K_ER1_T_AH0_N
ネームプレート	nameplate	N_EY1_M_P_L_EY2_T
シヴァ	shiva	SH_IY1_V_AH0
アニメーションキャラクター	animation|character	AE2_N_AH0_M_EY1_SH_AH0_N|K_AE1_R_IH0_K_T_ER0
アソシエーツ	associates	AH0_S_OW1_S_IY0_AH0_T_S
ディステンパー	distemper	D_IH0_S_T_EH1_M_P_ER0
タイトル	title	T_AY1_T_AH0_L
セメントモルタル	cement|mortar	S_AH0_M_EH1_N_T|M_AO1_R_T_ER0
キャリッジ	carriage	K_AE1_R_IH0_JH
シスター	sister	S_IH1_S_T_ER0
アンラップ	unwrap	AH0_N_R_AE1_P
オーカー	ochre	OW1_K_ER0
トラックアップ	track|up	T_R_AE1_K|AH1_P
モデルルーム	model|room	M_AA1_D_AH0_L|R_UW1_M
ルーミング	rooming	R_UW1_M_IH0_NG
フェアキャッチ	fair|catch	F_EH1_R|K_AE1_CH
アンタレス	antares	AE0_N_T_EH1_R_IY0_Z
フォンコンファレンス	phone|conference	F_OW1_N|K_AA1_N_F_ER0_AH0_N_S
ブルースクリーン	blue|screen	B_L_UW1|S_K_R_IY1_N
ノマド	nomad	N_OW1_M_AE2_D
アフタヌーンティ	afternoon|tea	AE2_F_T_ER0_N_UW1_N|T_IY1
セール	sale	S_EY1_L
スローカーブ	slow|curve	S_L_OW1|K_ER1_V
リプロダクティブライツ	reproductive|rights	R_IY2_P_R_AH0_D_AH1_K_T_IH0_V|R_AY1_T_S
カムフラージュ	camouflage	K_AE1_M_AH0_F_L_AA2_ZH
シラバス	syllabus	S_IH1_L_AH0_B_AH0_S
シャルキュトリ	charcuterie	SH_AA1_R_K_UH0_T_R_IY2
ノルマ	norma	N_AO1_R_M_AH0
オリジナルブランド	original|brand	ER0_IH1_JH_AH0_N_AH0_L|B_R_AE1_N_D
クリッパーチップ	clipper|chip	K_L_IH1_P_ER0|CH_IH1_P
シースルー	see|through	S_IY1|TH_R_UW1
キャッシュベルト	cash|belt	K_AE1_SH|B_EH1_L_T
エンコード	encode	EH0_N_K_OW1_D
スライドショー	slide|show	S_L_AY1_D|SH_OW1
ルーメン	lumen	L_UW1_M_AH0_N
ナミビア	namibia	N_AH0_M_IH1_B_IY0_AH0
シャシー	chassis	CH_AE1_S_IY0
アドホック	ad|hoc	AE1_D|HH_AA1_K
ピケッティング	picketing	P_IH1_K_AH0_T_IH0_NG
ホワイトビネガー	white|vinegar	W_AY1_T|V_IH1_N_AH0_G_ER0
インターネットオブシングス	internet|of|things	IH1_N_T_ER0_N_EH2_T|AH1_V|TH_IH1_NG_Z
ルームメート	roommate	R_UW1_M_EY2_T
ファルス	farce	F_AA1_R_S
ラス	lath	L_AE1_TH
マイナーチェンジ	minor|change	M_AY1_N_ER0|CH_EY1_N_JH
スキー	ski	S_K_IY1_IH0_NG
ステップアップ	step|up	S_T_EH1_P|AH1_P
ランスルー	run|through	R_AH1_N|TH_R_UW1
ダイヤモンドゲーム	diamond|game	D_AY1_M_AH0_N_D|G_EY1_M
デジタルシネマ	digital|cinema	D_IH1_JH_AH0_T_AH0_L|S_IH1_N_AH0_M_AH0
セルサイト	cell|site	S_EH1_L|S_AY1_T
インデックスファンド	index|fund	IH1_N_D_EH0_K_S|F_AH1_N_D
スティッチ	stitch	S_T_IH1_CH
ネクローシス	necrosis	N_AH0_K_R_OW1_S_AH0_S
エリカ	erica	EH1_R_IH0_K_AH0
ウィキウィキ	wiki|wiki	W_IH1_K_IY2|W_IH1_K_IY2
カナスタ	canasta	K_AH0_N_AE1_S_T_AH0
バトントワリング	baton|twirling	B_AH0_T_AA1_N|T_W_ER1_L_IH0_NG
ナチュラルフーズ	natural|foods	N_AE1_CH_ER0_AH0_L|F_UW1_D_Z
ミュール	mule	M_Y_UW1_L
オリブ	olive	AA1_L_IH0_V
イニシエータ	initiator	IH2_N_IH0_SH_IY1_EY0_T_ER0
レヴェル	level	L_EH1_V_AH0_L
コーンベルト	corn|belt	K_AO1_R_N|B_EH1_L_T
シストリックアレイ	systolic|array	S_IH0_S_T_AO1_L_IH0_K|ER0_EY1
カンパニーマガジン	company|magazine	K_AH1_M_P_AH0_N_IY2|M_AE1_G_AH0_Z_IY2_N
ダイヤルインジケーター	dial|indicator	D_AY1_AH0_L|IH1_N_D_AH0_K_EY2_T_ER0
ムック	mook	M_UH1_K
レーシー	racy	R_EY1_S_IY0
リッパ	ripper	R_IH1_P_ER0
ロイヤリティフリー	royalty|free	R_OY1_AH0_L_T_IY0|F_R_IY1
ボディーランゲージ	body|language	B_AA1_D_IY0|L_AE1_NG_G_W_AH0_JH
メールサーバー	mail|server	M_EY1_L|S_ER1_V_ER0
チューニングカー	tuning|car	T_UW1_N_IH0_NG|K_AA1_R
リール	reel	R_IY1_L
ダーリン	darling	D_AA1_R_L_IH0_NG
エアーガン	air|gun	EH1_R|G_AH1_N
アシスタンス	assistance	AH0_S_IH1_S_T_AH0_N_S
エレクトロニックオフィス	electronic|office	IH2_L_EH2_K_T_R_AA1_N_IH0_K|AO1_F_AH0_S
ビーチク	nipple	N_IH1_P_AH0_L
フェースライン	face|line	F_EY1_S|L_AY1_N
インフォーメーション	information	IH2_N_F_AO2_R_M_EY1_SH_AH0_N
パステルデナタ	pastel|de|nata	P_AE0_S_T_EH1_L|D_IY1|N_AA1_T_AH0
ミ	mi	M_IY1
アラウンドサーティー	around|thirty	ER0_AW1_N_D|TH_ER1_D_IY2
イメージ	image	IH1_M_AH0_JH
トラディション	tradition	T_R_AH0_D_IH1_SH_AH0_N
ライブラリー	library	L_AY1_B_R_EH0_R_IY2
マストバイ	must|buy	M_AH1_S_T|B_AY1
リジン	lysine	L_AY1_S_IY0_N
モナモンキー	mona|monkey	M_OW1_N_AH0|M_AH1_NG_K_IY0
プラスターボード	plasterboard	P_L_AE1_S_T_ER0_B_AO2_R_D
ウィンチェスタディスク	winchester|disk	W_IH1_N_CH_EH2_S_T_ER0|D_IH1_S_K
ログインスクリプト	login|script	L_AO1_G_IH2_N|S_K_R_IH1_P_T
ピックルス	pickles	P_IH1_K_AH0_L_Z
セクショニング	sectioning	S_EH1_K_SH_AH0_N_IH0_NG
インターラプト	interrupt	IH2_N_T_ER0_AH1_P_T
オブリーク	oblique|line	AH0_B_L_IY1_K|L_AY1_N
サーティーンス	thirteenth	TH_ER1_T_IY1_N_TH
マルディグラ	mardi|gras	M_AA1_R_D_IY0|G_R_AE1_S
フィナル	finale	F_AH0_N_AE1_L_IY0
アクセスチャージ	access|charge	AE1_K_S_EH2_S|CH_AA1_R_JH
マッグ	mug	M_AH1_G
コンタック	contact	K_AA1_N_T_AE2_K_T
ゴーイングマイウェイ	going|my|way	G_OW1_IH0_NG|M_AY1|W_EY1
アーチ	arch	AA1_R_CH
ギフトパッケージ	gift|package	G_IH1_F_T|P_AE1_K_AH0_JH
ジャンバースカート	jumper|skirt	JH_AH1_M_P_ER0|S_K_ER1_T
デュアルモードシステム	dual|mode|system	D_UW1_AH0_L|M_OW1_D|S_IH1_S_T_AH0_M
クリケット	cricket	K_R_IH1_K_IH0_T
ウエハー	wafer	W_EY1_F_ER0
ポピュリスム	populism	P_AA1_P_Y_AH0_L_IH2_Z_AH0_M
マイナス	minus	M_AY1_N_AH0_S
ジーンバンク	gene|bank	JH_IY1_N|B_AE1_NG_K
アイデアプロセッサ	idea|processor	AY0_D_IY1_AH0|P_R_AA1_S_EH2_S_ER0
ガンマフィールド	gamma|field	G_AE1_M_AH0|F_IY1_L_D
ジャバスクリプト	javascript	JH_AA1_V_AH0_S_K_R_IH2_P_T
アイスブリッジ	ice|bridge	AY1_S|B_R_IH1_JH
ラビリンス	labyrinth	L_AE1_B_ER0_IH2_N_TH
カバー	cover	K_AH1_V_ER0
ベラルーシ	belarus	B_EH2_L_AA0_R_UH1_S
インダクター	inductor	IH2_N_D_AH1_K_T_ER0
ルーティングデータ	routing|data	R_AW1_T_IH0_NG|D_EY1_T_AH0
スポークンタイトル	spoken|title	S_P_OW1_K_AH0_N|T_AY1_T_AH0_L
マスターズ	masters	M_AE1_S_T_ER0_Z
コントロールセンター	control|center	K_AH0_N_T_R_OW1_L|S_EH1_N_T_ER0
インターチェンジ	interchange	IH2_N_T_ER0_CH_EY1_N_JH
トイレタリー	toiletry	T_OY1_L_AH0_T_R_IY0
カセロール	casserole	K_AE1_S_ER0_OW2_L
トルテ	torte	T_AO1_R_T
ウインナコーヒー	vienna|coffee	V_IY0_EH1_N_AH0|K_AA1_F_IY0
グッドアフターヌーン	good|afternoon	G_UH1_D|AE2_F_T_ER0_N_UW1_N
ガーナ	ghana	G_AE1_N_AH0
ブルーベリー	blueberry	B_L_UW1_B_EH2_R_IY0
セーラー	sailor	S_EY1_L_ER0
ヴェロキラプトル	velociraptor	V_AH0_L_AO1_S_AH0_R_AE2_P_T_ER0
キャメル	camel	K_AE1_M_AH0_L
ベビーオイル	baby|oil	B_EY1_B_IY0|OY1_L
トランスセクシャル	transsexual	T_R_AE0_N_S_EH1_K_SH_Y_UW0_AH0_L
アドベンチャーゲーム	adventure|game	AE0_D_V_EH1_N_CH_ER0|G_EY1_M
アルチザン	artisan	AA1_R_T_IH0_Z_AH0_N
パネリスト	panelist	P_AE1_N_AH0_L_AH0_S_T
フレキシブル	flexible	F_L_EH1_K_S_AH0_B_AH0_L
ガイド	guide	G_AY1_D
ライトウイング	right|wing	R_AY1_T|W_IH1_NG
ハズバンド	husband	HH_AH1_Z_B_AH0_N_D
ミルク	milk	M_IH1_L_K
アイコノクラズム	iconoclasm	AY2_K_AA1_N_AH0_K_L_AE2_Z_AH0_M
メイキャップ	make|up	M_EY1_K|AH1_P
ボクサーブリーフ	boxer|brief	B_AA1_K_S_ER0|B_R_IY1_F
アーテラリ	artillery	AA0_R_T_IH1_L_ER0_IY0
トレーン	train	T_R_EY1_N
ブーツ	boots	B_UW1_T_S
ビューロクラシー	bureaucracy	B_Y_UH0_R_AA1_K_R_AH0_S_IY0
アクウィダクト	aqueduct	AE1_K_W_AH0_D_AH2_K_T
ガンショップ	gun|shop	G_AH1_N|SH_AA1_P
ガボン	gabon	G_AH0_B_AA1_N
キャプチャーボード	capture|board	K_AE1_P_CH_ER0|B_AO1_R_D
モーターホーム	motor|home	M_OW1_T_ER0|HH_OW1_M
ハイソックス	high|socks	HH_AY1|S_AA1_K_S
セルフケア	self|care	S_EH1_L_F|K_EH1_R
コールドゲーム	called|game	K_AO1_L_D|G_EY1_M
カップケーキ	cupcake	K_AH1_P_K_EY2_K
アピタイザー	appetizer	AE1_P_AH0_T_AY2_Z_ER0
ミップス	mips	M_IH1_P_S
ピューレ	puree	P_Y_UH0_R_EY1
ロイアルティー	royalty	R_OY1_AH0_L_T_IY0
モーターボート	motorboat	M_OW1_T_ER0_B_OW2_T
アパートメント	apartment	AH0_P_AA1_R_T_M_AH0_N_T
シャトルループ	shuttle|loop	SH_AH1_T_AH0_L|L_UW1_P
カラープリント	colour|print	K_AH1_L_ER0|P_R_IH1_N_T
タイムシェアリング	time|sharing	T_AY1_M|SH_EH1_R_IH0_NG
アイブロウパレット	eyebrow|palette	AY1_B_R_AW2|P_AE1_L_AH0_T
オンラインゲーム	online|game	AO1_N_L_AY2_N|G_EY1_M
レセプション	reception	R_IH0_S_EH1_P_SH_AH0_N
ディスエーブル	disable	D_IH0_S_EY1_B_AH0_L
ライスヌードル	rice|noodle	R_AY1_S|N_UW1_D_AH0_L
スーパーソニック	supersonic	S_UW2_P_ER0_S_AA1_N_IH0_K
ドッグイヤ	dog|ear	D_AO1_G|IY1_R
フェイシャル	facial	F_EY1_SH_AH0_L
デサリュージョン	disillusion	D_IH2_S_IH0_L_UW1_ZH_AH0_N
チャイナシンドローム	china|syndrome	CH_AY1_N_AH0|S_IH1_N_D_R_OW2_M
イド	id	IH1_D
デッキ	deck	D_EH1_K
メモワール	memoirs	M_EH1_M_W_AA2_R_Z
マルコフモデル	markov|model	M_AA1_R_K_OW0_V|M_AA1_D_AH0_L
パブリックヒアリング	public|hearing	P_AH1_B_L_IH0_K|HH_IY1_R_IH0_NG
カクテール	cocktail	K_AA1_K_T_EY2_L
ロードスイーパー	road|sweeper	R_OW1_D|S_W_IY1_P_ER0
ディスラプト	disrupt	D_IH0_S_R_AH1_P_T
モラリティー	morality	M_AO2_R_AE1_L_AH0_T_IY2
ワールドエンタープライズ	world|enterprise	W_ER1_L_D|EH1_N_T_ER0_P_R_AY2_Z
バリアー	barrier	B_AE1_R_IY0_ER0
データサイエンティスト	data|scientist	D_EY1_T_AH0|S_AY1_AH0_N_T_IH0_S_T
ウェーター	waiter	W_EY1_T_ER0
バイナリファイル	binary|file	B_AY1_N_AH0_R_IY2|F_AY1_L
マリンランチング	marine|ranching	M_ER0_IY1_N|R_AE1_N_CH_IH0_NG
セットポイント	set|point	S_EH1_T|P_OY1_N_T
パーコレーター	percolator	P_ER1_K_AH0_L_EY2_T_ER0
ユーロピウム	europium	Y_UH0_R_OW1_P_IY0_AH0_M
エージグループ	age|group	EY1_JH|G_R_UW1_P
テーク	take	T_EY1_K
ロティ	roti	R_OW1_T_IY0
ヴァンドパイユ	vin|de|paille	V_IH1_N|D_IY1|P_EY1_L
クリスマスプレゼント	christmas|present	K_R_IH1_S_M_AH0_S|P_R_EH1_Z_AH0_N_T
モラルリスク	moral|risk	M_AO1_R_AH0_L|R_IH1_S_K
フォーミュラプラン	formula|plan	F_AO1_R_M_Y_AH0_L_AH0|P_L_AE1_N
スロージン	sloe|gin	S_L_OW1|JH_IH1_N
リクルートスーツ	recruit|suit	R_AH0_K_R_UW1_T|S_UW1_T
シュミレーション	simulation	S_IH2_M_Y_AH0_L_EY1_SH_AH0_N
イージスシステム	aegis|system	IY1_JH_AH0_S|S_IH1_S_T_AH0_M
ダビンチ	da|vinci	D_AA1|V_IH1_N_S_IY0
ビデオエンジニア	video|engineer	V_IH1_D_IY0_OW0|EH1_N_JH_AH0_N_IH1_R
フラノ	flannel	F_L_AE1_N_AH0_L
トレーシング	tracing	T_R_EY1_S_IH0_NG
オフショア	offshore	AO1_F_SH_AO1_R
バイト	byte	B_AY1_T
フェイク	fake	F_EY1_K
デフレション	deflation	D_IH0_F_L_EY1_SH_AH0_N
ラスターイメージプロセッサ	raster|image|processor	R_AE1_S_T_ER0|IH1_M_AH0_JH|P_R_AA1_S_EH2_S_ER0
カラーディスプレー	color|display	K_AH1_L_ER0|D_IH0_S_P_L_EY1
ピット	pit	P_IH1_T
ドリルビット	drill|bit	D_R_IH1_L|B_IH1_T
シフォン	chiffon	SH_IH0_F_AA1_N
バフ	buff	B_AH1_F
ネーティブ	native	N_EY1_T_IH0_V
スポットアド	spot|ad	S_P_AA1_T|AE1_D
ドラァグ	dragging	D_R_AE1_G
ベビーリーフ	baby|leaf	B_EY1_B_IY0|L_IY1_F
ファントム	phantom	F_AE1_N_T_AH0_M
サージャント	sergeant	S_AA1_R_JH_AH0_N_T
ファッショナブル	fashionable	F_AE1_SH_AH0_N_AH0_B_AH0_L
エコーグラフィー	echography	EH0_K_AA1_G_R_AH0_F_IY0
ソロアルバム	solo|album	S_OW1_L_OW2|AE1_L_B_AH0_M
メート	mate	M_EY1_T
ボトカ	vodka	V_AA1_D_K_AH0
ハイテック	high|tech	HH_AY1|T_EH1_K
ウィンドーショッピング	window|shopping	W_IH1_N_D_OW0|SH_AA1_P_IH0_NG
フィッシュフィンガー	fish|finger	F_IH1_SH|F_IH1_NG_G_ER0
インフュージョン	infusion	IH2_N_F_Y_UW1_ZH_AH0_N
スケルトン	skeleton	S_K_EH1_L_AH0_T_AH0_N
コンツェルト	concerto	K_AH0_N_CH_EH1_R_T_OW0
クリーベッジ	cleavage	K_L_IY1_V_AH0_JH
セックスシーン	sex|scene	S_EH1_K_S|S_IY1_N
マクロモデル	macro|model	M_AE1_K_R_OW0|M_AA1_D_AH0_L
リネン	linen	L_IH1_N_AH0_N
コメディリリーフ	comedy|relief	K_AA1_M_AH0_D_IY0|R_IH0_L_IY1_F
クロスセル	cross|sell	K_R_AO1_S|S_EH1_L
マスソサエティー	mass|society	M_AE1_S|S_OW0_S_AY1_IH0_T_IY0
ニューレフト	new|left	N_UW1|L_EH1_F_T
パピエマシェ	papier|mache	P_EY1_P_Y_ER0|M_AE1_CH
オートインクリメント	auto|increment	AO1_T_OW0|IH1_N_K_R_AH0_M_AH0_N_T
アンドロメダ	andromeda	AE0_N_D_R_AA1_M_AH0_D_AH0
ユニファイドメッセージング	unified|messaging	Y_UW1_N_AH0_F_AY2_D|M_EH1_S_IH0_JH_IH0_NG
スチームローラー	steam|roller	S_T_IY1_M|R_OW1_L_ER0
サンダーバード	thunderbird	TH_AH1_N_D_ER0_B_ER2_D
シティ	city	S_IH1_T_IY0
レンベルガー	lemberger	L_EH1_M_B_ER0_G_ER0
シャーデンフロイド	schadenfreude	SH_AE1_D_IH0_N_F_R_OY2_D
シール	seal	S_IY1_L
エポック	epoch	EH1_P_AH0_K
フラン	franc	F_R_AE1_NG_K
スパゲッティボロネーゼ	spaghetti|bolognese	S_P_AH0_G_EH1_T_IY0|B_OW0_L_OW0_NG_EH1_Z_IY0
ボッブ	bob	B_AA1_B
オンラインミーティング	online|meeting	AO1_N_L_AY2_N|M_IY1_T_IH0_NG
オンラインコンピューター	online|computer	AO1_N_L_AY2_N|K_AH0_M_P_Y_UW1_T_ER0
シルクハット	silk|hat	S_IH1_L_K|HH_AE1_T
オールスクエア	all|square	AO1_L|S_K_W_EH1_R
チリソース	chili|sauce	CH_IH1_L_IY0|S_AO1_S
フレイト	freight	F_R_EY1_T
セットアップマン	setup|man	S_EH1_T_AH2_P|M_AE1_N
ミクサー	mixer	M_IH1_K_S_ER0
ファンクション	function	F_AH1_NG_K_SH_AH0_N
バジェット	budget	B_AH1_JH_IH0_T
バック	back	B_AE1_K
ステゴザウルス	stegosaurus	S_T_EH2_G_AH0_S_AO1_R_AH0_S
カラーリング	coloring	K_AH1_L_ER0_IH0_NG
ダンパー	damper	D_AE1_M_P_ER0
イーメルアドレス	e|mail|address	IY1|M_EY1_L|AE1_D_R_EH2_S
インポート	import	IH2_M_P_AO1_R_T
シャドーキャビネット	shadow|cabinet	SH_AE1_D_OW2|K_AE1_B_AH0_N_AH0_T
エモーション	emotion	IH0_M_OW1_SH_AH0_N
トップモード	top|mode	T_AA1_P|M_OW1_D
イラジエーション	irradiation	IH2_R_EY2_D_IY0_EY1_SH_AH0_N
シア	sheer	SH_IH1_R
トランスファー	transfer	T_R_AE0_N_S_F_ER1
ドライブサーブ	drive|serve	D_R_AY1_V|S_ER1_V
タンクローリー	tank|lorry	T_AE1_NG_K|L_AO1_R_IY0
カスタードクリーム	custard|cream	K_AH1_S_T_ER0_D|K_R_IY1_M
テクニカルライター	technical|writer	T_EH1_K_N_IH0_K_AH0_L|R_AY1_T_ER0
アコースティックエミッション	acoustic|emission	AH0_K_UW1_S_T_IH0_K|IH0_M_IH1_SH_AH0_N
カタマラン	catamaran	K_AH0_T_AE1_M_ER2_AH0_N
ホテル	hotel	HH_OW0_T_EH1_L
ダブルデッカー	double|decker	D_AH1_B_AH0_L|D_EH1_K_ER0
ツールボックス	toolbox	T_UW1_L_B_AO2_K_S
バーントシェンナ	burnt|sienna	B_ER1_N_T|S_IY0_EH1_N_AH0
アクワティック	aquatic	AH0_K_W_AA1_T_IH0_K
パスオーバー	passover	P_AE1_S_OW2_V_ER0
レッドライン	red|line	R_EH1_D|L_AY1_N
グッドモーニン	good|morning	G_UH1_D|M_AO1_R_N_IH0_NG
アルコールハラスメント	alcohol|harassment	AE1_L_K_AH0_HH_AA2_L|HH_ER0_AE1_S_M_AH0_N_T
シミエンジャッカル	simien|jackal	S_IH1_M_IY0_N|JH_AE1_K_AH0_L
チェアパースン	chairperson	CH_EH1_R_P_ER2_S_AH0_N
クラミジア	chlamydia	K_L_AE0_M_AY1_D_IY0_AH0
ディレクトリー	directory	D_ER0_EH1_K_T_ER0_IY0
ダンクシュート	dunk|shoot	D_AH1_NG_K|SH_UW1_T
ウエアー	wear	W_EH1_R
エコールーム	echo|room	EH1_K_OW0|R_UW1_M
ヴァリアブル	variable	V_EH1_R_IY0_AH0_B_AH0_L
チープレーバー	cheap|labour	CH_IY1_P|L_EY1_B_ER0
マシンランゲージ	machine|language	M_AH0_SH_IY1_N|L_AE1_NG_G_W_AH0_JH
ドレスダウン	dress|down	D_R_EH1_S|D_AW1_N
アルバイター	arbeiter	AA1_R_B_AY0_T_ER0
ブロージョブ	blow|job	B_L_OW1|JH_AA1_B
シンセサイザ	synthesizer	S_IH1_N_TH_AH0_S_AY2_Z_ER0
イスタンブル	istanbul	IH2_S_T_AA0_N_B_UW1_L
テレフォニー	telephony	T_EH1_L_AH0_F_OW2_N_IY0
ツーリングカー	touring|car	T_UH1_R_IH0_NG|K_AA1_R
アートディレクター	art|director	AA1_R_T|D_ER0_EH1_K_T_ER0
ギュヨー	guyot	G_AY1_AH0_T
セグウエー	segway	S_EH1_G_W_EY2
アウトドア	outdoor	AW1_T_D_AO2_R
レイヤードルーチング	layered|routing	L_EY1_ER0_D|R_AW1_T_IH0_NG
バッキングストア	backing|store	B_AE1_K_IH0_NG|S_T_AO1_R
オートマチックトランスミッション	automatic|transmission	AO2_T_AH0_M_AE1_T_IH0_K|T_R_AE0_N_S_M_IH1_SH_AH0_N
フラッシュオーバー	flash|over	F_L_AE1_SH|OW1_V_ER0
マリワナ	marijuana	M_EH2_R_AH0_W_AA1_N_AH0
マドリッドプロトコル	madrid|protocol	M_AH0_D_R_IH1_D|P_R_OW1_T_AH0_K_AA2_L
リードバルブ	reed|valve	R_IY1_D|V_AE1_L_V
アクサン	accent	AH0_K_S_EH1_N_T
ピーナッツ	peanut	P_IY1_N_AH0_T
トランスミッションギア	transmission|gear	T_R_AE0_N_S_M_IH1_SH_AH0_N|G_IH1_R
ダム	dam	D_AE1_M
シザースパス	scissors|pass	S_IH1_Z_ER0_Z|P_AE1_S
ラウンドアバウト	roundabout	R_AW1_N_D_AH0_B_AW2_T
アフター	after	AE1_F_T_ER0
アシスタントマネジャー	assistant|manager	AH0_S_IH1_S_T_AH0_N_T|M_AE1_N_AH0_JH_ER0
マウスウォッシュ	mouthwash	M_AW1_TH_W_AA2_SH
ウインナワルツ	vienna|waltz	V_IY0_EH1_N_AH0|W_AO1_L_T_S
ボーイハント	boy|hunt	B_OY1|HH_AH1_N_T
ボイスメッセージング	voice|messaging	V_OY1_S|M_EH1_S_IH0_JH_IH0_NG
セルベース	cell|based	S_EH1_L|B_EY1_S_T
プレイアデス	pleiades	P_L_IY1_AH0_D_IY2_Z
サンセット	sunset	S_AH1_N_S_EH2_T
セマンティクス	semantics	S_IH0_M_AE1_N_T_IH0_K_S
ウオッチャー	watcher	W_AA1_CH_ER0
ルックス	looks	L_UH1_K_S
リコイル	recoil	R_IY0_K_OY1_L
スプーンレース	spoon|race	S_P_UW1_N|R_EY1_S
スリランカ	sri|lanka	SH_R_IY1|L_AE1_NG_K_AH0
ドラスチック	drastic	D_R_AE1_S_T_IH0_K
スケート	skate	S_K_EY1_T
オイルシャンプー	oil|shampoo	OY1_L|SH_AE0_M_P_UW1
ボディス	bodice	B_AA1_D_IH0_S
ラッシャー	rusher	R_AH1_SH_ER0
アクションパズルゲーム	action|puzzle|game	AE1_K_SH_AH0_N|P_AH1_Z_AH0_L|G_EY1_M
ライニング	lining	L_AY1_N_IH0_NG
ソリューションプロバイダ	solution|provider	S_AA0_L_UW1_SH_AH0_N|P_R_AH0_V_AY1_D_ER0
ソーサー	saucer	S_AO1_S_ER0
カー	car	K_AA1_R
フレー	hurray	HH_AH0_R_EY1
バーチャルマシン	virtual|machine	V_ER1_CH_UW0_AH0_L|M_AH0_SH_IY1_N
フォトスタンド	photo|stand	F_OW1_T_OW2|S_T_AE1_N_D
ノバスコシア	nova|scotia	N_OW1_V_AH0|S_K_OW1_SH_AH0
ホームドクター	home|doctor	HH_OW1_M|D_AA1_K_T_ER0
トランク	trunk	T_R_AH1_NG_K
シートベルト	seat|belt	S_IY1_T|B_EH1_L_T
ロゴマーク	logo|mark	L_OW1_G_OW0|M_AA1_R_K
プロダクツ	products	P_R_AA1_D_AH0_K_T_S
グラフィックディスプレー	graphic|display	G_R_AE1_F_IH0_K|D_IH0_S_P_L_EY1
デヴィリッシュ	devilish	D_EH1_V_L_IH0_SH
テラス	terrace	T_EH1_R_AH0_S
コミューターサービス	commuter|service	K_AH0_M_Y_UW1_T_ER0|S_ER1_V_AH0_S
デッドリフト	dead|lift	D_EH1_D|L_IH1_F_T
ナンバリングマシン	numbering|machine	N_AH1_M_B_ER0_IH0_NG|M_AH0_SH_IY1_N
マイルレース	mile|race	M_AY1_L|R_EY1_S
デリンジャー	derringer	D_EH1_R_AH0_N_JH_ER0
チームメイト	teammate	T_IY1_M_EY2_T
レースクイーン	race|queen	R_EY1_S|K_W_IY1_N
モロニ	moroni	M_ER0_OW1_N_IY0
プレース	place	P_L_EY1_S
ヒップカット	hip|cut	HH_IH1_P|K_AH1_T
ユーティリティルーチン	utility|routine	Y_UW0_T_IH1_L_AH0_T_IY0|R_UW0_T_IY1_N
ウォトカ	vodka	V_AA1_D_K_AH0
パームオイル	palm|oil	P_AA1_M|OY1_L
インテジャ	integer	IH1_N_T_AH0_JH_ER0
リモートエコー	remote|echo	R_IH0_M_OW1_T|EH1_K_OW0
コホート	cohort	K_OW1_HH_AO0_R_T
